"base_gene_src","base_id_src","base_gene_dest","base_id_dest","pathway","database"
"RASSF5","ENTREZID","HIPK3","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RASSF5","ENTREZID","PPP1CA","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"PPP1CA","ENTREZID","RB1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MYC","ENTREZID","CDKN2A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"HIPK3","ENTREZID","TP53","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RRAS2","ENTREZID","CDKN2A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RASSF5","ENTREZID","MDM2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"FBXW11","ENTREZID","MDM2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MTOR","ENTREZID","TP53","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RRAS2","ENTREZID","PIK3CA","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"AKT3","ENTREZID","FOXO3","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"AKT3","ENTREZID","TSC1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"TSC1","ENTREZID","RHEB","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RHEB","ENTREZID","MTOR","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"SIRT1","ENTREZID","FOXO3","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"FOXO3","ENTREZID","CDKN1A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RRAS2","ENTREZID","RAF1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MAPK1","ENTREZID","ETS1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"ETS1","ENTREZID","CDKN2A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CDK4","ENTREZID","CCND1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MAPK1","ENTREZID","MAPK14","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MAPK14","ENTREZID","CDKN2A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CDK2","ENTREZID","CCNE1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"E2F1","ENTREZID","MYBL2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"E2F1","ENTREZID","FOXM1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MAP2K3","ENTREZID","MAPK14","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MAPK14","ENTREZID","TP53","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CHEK2","ENTREZID","TP53","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"SIRT1","ENTREZID","TP53","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CDK2","ENTREZID","CCNA2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CDK2","ENTREZID","MYBL2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CCNA2","ENTREZID","MYBL2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MYBL2","ENTREZID","LIN54","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"FOXM1","ENTREZID","LIN54","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"ATM","ENTREZID","SQSTM1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RAD50","ENTREZID","ATM","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"NBN","ENTREZID","ATM","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MRE11","ENTREZID","ATM","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"ATM","ENTREZID","CHEK2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RAD50","ENTREZID","RAD50","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"NBN","ENTREZID","RAD50","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MRE11","ENTREZID","RAD50","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"GADD45G","ENTREZID","CDK1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"ATR","ENTREZID","CHEK1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"ATR","ENTREZID","SQSTM1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RAD9B","ENTREZID","ATR","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RAD1","ENTREZID","ATR","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"HUS1","ENTREZID","ATR","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CDC25A","ENTREZID","CCNB3","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CDC25A","ENTREZID","CCNE1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CDC25A","ENTREZID","CCND1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RAD9B","ENTREZID","RAD1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"RAD1","ENTREZID","RAD1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"HUS1","ENTREZID","RAD1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CDK1","ENTREZID","CCNB3","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"TRAF3IP2","ENTREZID","NFKB1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"IL1A","ENTREZID","NFKB1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"GATA4","ENTREZID","TRAF3IP2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"GATA4","ENTREZID","IL1A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"SQSTM1","ENTREZID","GATA4","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MAPKAPK2","ENTREZID","ZFP36L1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"MTOR","ENTREZID","EIF4EBP1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CAPN1","ENTREZID","IL1A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"CALML6","ENTREZID","PPP3CA","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"PPP3CA","ENTREZID","NFATC1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"TGFB1","ENTREZID","TGFBR1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"TGFBR1","ENTREZID","SMAD2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"FOXO1","ENTREZID","SMAD2","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"PIK3CA","ENTREZID","FOXO1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"HLA-A","ENTREZID","KIR2DL4","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"KIR2DL4","ENTREZID","CDKN1A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"HLA-A","ENTREZID","CDKN1A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"FOXO1","ENTREZID","CDKN1A","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"SLC25A4","ENTREZID","VDAC1","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"SLC25A4","ENTREZID","PPID","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"SLC25A4","ENTREZID","SLC25A4","ENTREZID","Cellular Processes-Cell growth and death-Cellular senescence","kegg"
"TP53","ENTREZID","SLC7A11","ENTREZID","Cellular Processes-Cell growth and death-Ferroptosis","kegg"
"SLC3A2","ENTREZID","SLC7A11","ENTREZID","Cellular Processes-Cell growth and death-Ferroptosis","kegg"
"TF","ENTREZID","TFRC","ENTREZID","Cellular Processes-Cell growth and death-Ferroptosis","kegg"
"TFRC","ENTREZID","TF","ENTREZID","Cellular Processes-Cell growth and death-Ferroptosis","kegg"
"NCOA4","ENTREZID","FTH1","ENTREZID","Cellular Processes-Cell growth and death-Ferroptosis","kegg"
"TRADD","ENTREZID","TRAF2","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TRADD","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TRAF2","ENTREZID","RBCK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TRAF2","ENTREZID","BIRC2","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RNF103-CHMP3","ENTREZID","MLKL","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"MLKL","ENTREZID","TRPM7","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TLR4","ENTREZID","TICAM2","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"IFNAR1","ENTREZID","JAK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"IFNA1","ENTREZID","IFNAR1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"JAK1","ENTREZID","STAT1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TNFRSF10B","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RBCK1","ENTREZID","BIRC2","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CASP8","ENTREZID","RIPK3","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CASP8","ENTREZID","CYLD","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CASP8","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK3","ENTREZID","MLKL","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"MLKL","ENTREZID","NLRP3","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"MLKL","ENTREZID","PGAM5","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"HSP90AA1","ENTREZID","MLKL","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CYLD","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"SPATA2L","ENTREZID","CYLD","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TLR3","ENTREZID","TICAM1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RBCK1","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"BIRC2","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TNFAIP3","ENTREZID","RIPK3","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"STAT1","ENTREZID","EIF2AK2","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"EIF2AK2","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK3","ENTREZID","PYGB","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK3","ENTREZID","GLUL","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK3","ENTREZID","GLUD1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TICAM1","ENTREZID","RIPK3","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK3","ENTREZID","CAMK2A","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"ZBP1","ENTREZID","RIPK3","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"HSP90AA1","ENTREZID","RIPK3","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK3","ENTREZID","SMPD1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK3","ENTREZID","CYBB","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK1","ENTREZID","RIPK3","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK3","ENTREZID","MAPK8","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"HSP90AA1","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"USP21","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"SQSTM1","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"TICAM2","ENTREZID","TICAM1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RBCK1","ENTREZID","SPATA2L","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"RIPK1","ENTREZID","SLC25A4","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"STAT1","ENTREZID","RIPK1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"IRF9","ENTREZID","STAT1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"PPID","ENTREZID","SLC25A4","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"VDAC1","ENTREZID","SLC25A4","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"PGAM5","ENTREZID","DNM1L","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"NLRP3","ENTREZID","PYCARD","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"NLRP3","ENTREZID","CASP1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CASP1","ENTREZID","IL1B","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"MAPK8","ENTREZID","FTH1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"BID","ENTREZID","BAX","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CAPN1","ENTREZID","BID","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"H2AL3","ENTREZID","PPIA","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"H2AL3","ENTREZID","AIFM1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"BAX","ENTREZID","AIFM1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CYBB","ENTREZID","CAMK2A","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CAMK2A","ENTREZID","PPID","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CAMK2A","ENTREZID","VDAC1","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"CAMK2A","ENTREZID","SLC25A4","ENTREZID","Cellular Processes-Cell growth and death-Necroptosis","kegg"
"MOS","ENTREZID","MAP2K1","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"MOS","ENTREZID","PKMYT1","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CDC25C","ENTREZID","CDK1","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"BUB1","ENTREZID","MAD2L2","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CDC20","ENTREZID","CCNB2","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"ANAPC10","ENTREZID","CCNB2","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"RPS6KA6","ENTREZID","PKMYT1","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"MAPK1","ENTREZID","RPS6KA6","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"RPS6KA6","ENTREZID","BUB1","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"FBXO43","ENTREZID","CDC20","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"ANAPC10","ENTREZID","CCNB1","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CDC20","ENTREZID","CCNB1","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"FBXO5","ENTREZID","CDC20","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"SKP1","ENTREZID","FBXO5","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"FBXW11","ENTREZID","FBXO5","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PLK1","ENTREZID","FBXO43","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PPP2CA","ENTREZID","FBXO43","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CDK1","ENTREZID","FBXO43","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CCNB1","ENTREZID","FBXO43","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CAMK2A","ENTREZID","FBXO43","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"SKP1","ENTREZID","FBXO43","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"FBXW11","ENTREZID","FBXO43","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CDK2","ENTREZID","ANAPC10","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CCNE1","ENTREZID","ANAPC10","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"MAPK14","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"YWHAQ","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PRKACA","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CDK1","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CCNB2","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CDK2","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PLK1","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PPP1CA","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"SPDYE2B","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CALML6","ENTREZID","CAMK2A","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CAMK2A","ENTREZID","CDC25C","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"AURKA","ENTREZID","CPEB2","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PLCZ1","ENTREZID","ITPR1","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"ITPR1","ENTREZID","CALML6","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PPP3CA","ENTREZID","ANAPC10","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PPP3CA","ENTREZID","CDC20","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"PLK1","ENTREZID","CPEB2","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CDK1","ENTREZID","CPEB2","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"CCNB2","ENTREZID","CPEB2","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
"ADCY1","ENTREZID","PRKACA","ENTREZID","Cellular Processes-Cell growth and death-Oocyte meiosis","kegg"
